,Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
7811,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
7812,Hyundai,Elantra,2020,Ağ,2.0,Benzin,75000,Avtomat,Xeyr,15812
7813,Hyundai,Elantra,2021,Yaş Asfalt,2.0,Benzin,96000,Avtomat,Xeyr,15871
7814,Hyundai,Elantra,2019,Qara,2.0,Benzin,67000,Avtomat,Xeyr,15812
7816,Toyota,Land Cruiser,2012,Qara,4.0,Benzin,177672,Avtomat,Xeyr,33040
7818,Hyundai,Elantra,2011,Ağ,1.8,Benzin,100364,Avtomat,Xeyr,12036
7824,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
7825,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
7826,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
7827,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
7828,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
7829,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
7830,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
7831,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
7832,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
7833,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
7834,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
7835,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
7836,Hyundai,Elantra,2020,Ağ,2.0,Benzin,75000,Avtomat,Xeyr,15812
7837,Hyundai,Elantra,2021,Yaş Asfalt,2.0,Benzin,96000,Avtomat,Xeyr,15871
7838,Hyundai,Elantra,2019,Qara,2.0,Benzin,67000,Avtomat,Xeyr,15812
7840,Toyota,Land Cruiser,2012,Qara,4.0,Benzin,177672,Avtomat,Xeyr,33040
7842,Hyundai,Elantra,2011,Ağ,1.8,Benzin,100364,Avtomat,Xeyr,12036
7848,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
7849,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
7850,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
7851,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
7852,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
7853,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
7854,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
7855,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
7856,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
7857,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
7858,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
7859,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
7860,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
7861,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
7862,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
7863,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
7864,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
7865,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
7866,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
7867,Hyundai,Elantra,2020,Ağ,2.0,Benzin,75000,Avtomat,Xeyr,15812
7868,Hyundai,Elantra,2021,Yaş Asfalt,2.0,Benzin,96000,Avtomat,Xeyr,15871
7869,Hyundai,Elantra,2019,Qara,2.0,Benzin,67000,Avtomat,Xeyr,15812
7871,Toyota,Land Cruiser,2012,Qara,4.0,Benzin,177672,Avtomat,Xeyr,33040
7872,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
7873,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
7874,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
7875,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
7876,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
7877,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
7878,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
7879,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
7880,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
7881,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
7882,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
7883,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
7884,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
7885,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
7886,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
7887,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
7888,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
7889,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
7890,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
7891,Hyundai,Elantra,2020,Ağ,2.0,Benzin,75000,Avtomat,Xeyr,15812
7892,Hyundai,Elantra,2021,Yaş Asfalt,2.0,Benzin,96000,Avtomat,Xeyr,15871
7893,Hyundai,Elantra,2019,Qara,2.0,Benzin,67000,Avtomat,Xeyr,15812
7895,Toyota,Land Cruiser,2012,Qara,4.0,Benzin,177672,Avtomat,Xeyr,33040
7896,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
7897,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
7898,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
7899,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
7900,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
7901,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
7902,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
7903,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
7904,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
7905,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
7906,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
7907,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
7908,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
7909,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
7910,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
7911,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
7912,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
7913,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
7914,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
7915,Hyundai,Elantra,2020,Ağ,2.0,Benzin,75000,Avtomat,Xeyr,15812
7916,Hyundai,Elantra,2021,Yaş Asfalt,2.0,Benzin,96000,Avtomat,Xeyr,15871
7917,Hyundai,Elantra,2019,Qara,2.0,Benzin,67000,Avtomat,Xeyr,15812
7919,Toyota,Land Cruiser,2012,Qara,4.0,Benzin,177672,Avtomat,Xeyr,33040
7920,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
7921,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
7922,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
7923,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
7924,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
7925,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
7926,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
7927,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
7928,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
7929,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
7930,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
7931,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
7932,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
7933,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
7934,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
7935,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
7936,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
7937,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
7938,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
7939,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
7940,Hyundai,Elantra,2020,Ağ,2.0,Benzin,75000,Avtomat,Xeyr,15812
7941,Hyundai,Elantra,2021,Yaş Asfalt,2.0,Benzin,96000,Avtomat,Xeyr,15871
7942,Hyundai,Elantra,2019,Qara,2.0,Benzin,67000,Avtomat,Xeyr,15812
7944,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
7945,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
7946,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
7947,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
7948,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
7949,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
7950,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
7951,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
7952,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
7953,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
7954,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
7955,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
7956,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
7957,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
7958,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
7959,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
7960,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
7961,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
7962,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
7963,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
7964,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
7965,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
7966,Hyundai,Elantra,2020,Ağ,2.0,Benzin,75000,Avtomat,Xeyr,15812
7967,Hyundai,Elantra,2021,Yaş Asfalt,2.0,Benzin,96000,Avtomat,Xeyr,15871
7969,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
7970,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
7971,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
7972,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
7973,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
7974,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
7975,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
7976,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
7977,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
7978,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
7979,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
7980,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
7981,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
7982,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
7983,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
7984,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
7985,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
7986,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
7987,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
7988,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
7989,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
7990,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
7991,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
7993,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
7994,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
7995,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
7996,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
7997,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
7998,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
7999,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8000,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8001,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8002,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8003,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8004,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8005,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8006,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8007,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8008,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8009,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8010,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8011,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8012,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8013,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
8014,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
8015,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
8017,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8018,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8019,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8020,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8021,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8022,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8023,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8024,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8025,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8026,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8027,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8028,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8029,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8030,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8031,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8032,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8033,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8034,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8035,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8036,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8037,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
8038,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
8039,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,104000,Avtomat,Xeyr,14455
8042,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8043,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8044,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8045,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8046,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8047,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8048,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8049,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8050,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8051,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8052,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8053,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8054,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8055,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8056,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8057,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8058,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8059,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8060,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8061,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8062,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
8063,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Benzin,108000,Avtomat,Xeyr,13452
8064,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8067,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8068,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8069,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8070,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8071,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8072,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8073,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8074,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8075,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8076,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8077,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8078,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8079,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8080,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8081,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8082,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8083,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8084,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8085,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8086,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8087,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
8088,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8091,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8092,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8093,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8094,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8095,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8096,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8097,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8098,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8099,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8100,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8101,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
8102,Kia,Forte,2020,Ağ,2.0,Benzin,98000,Variator,Xeyr,15753
8103,Kia,Forte,2020,Ağ,2.0,Benzin,77500,Variator,Xeyr,16048
8104,Hyundai,Tucson,2018,Yaş Asfalt,2.0,Benzin,98000,Avtomat,Xeyr,17877
8105,Kia,Optima,2018,Qara,2.0,Benzin,103000,Avtomat,Xeyr,17641
8106,Kia,Forte,2018,Göy,2.0,Benzin,73000,Variator,Xeyr,14101
8107,Kia,Optima,2012,Ağ,2.0,Benzin,118000,Avtomat,Xeyr,12921
8108,Hyundai,Sonata,2015,Göy,2.0,Benzin,123000,Avtomat,Xeyr,15871
8109,Kia,Sorento,2012,Yaş Asfalt,2.0,Dizel,150000,Avtomat,Xeyr,16815
8110,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Benzin,91000,Avtomat,Xeyr,15517
8111,Hyundai,Elantra,2019,Qara,2.0,Benzin,98000,Avtomat,Xeyr,15045
8112,Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
8115,Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
8116,Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
8117,BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
8118,BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
8119,Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
8120,Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
8121,Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
8122,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,20001
8123,Land Rover,Range Rover,2016,Qara,3.0,Dizel,148000,Avtomat,Xeyr,52500
8124,Land Rover,Discovery,2019,Qara,3.0,Benzin,63000,Avtomat,Xeyr,37500
8125,Toyota,Corolla,2021,Qara,1.8,Hibrid,48000,Variator,Xeyr,17405
