,Links,Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
105,https://turbo.az/autos/8533069-bmw-530,BMW,530,2008,Qara,3.0,Mühərrik3.0 L / 272 a.g. / Benzin,291 000 km,Avtomat,Xeyr,21 500 AZN
106,https://turbo.az/autos/9024906-hyundai-elantra,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,88 514 km,Avtomat,Xeyr,27 900 AZN
107,https://turbo.az/autos/8425718-voyah-free,Voyah,Free,2024,Qara,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,39 900 USD
108,https://turbo.az/autos/8111899-voyah-free,Voyah,Free,2024,Yaşıl,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,40 900 USD
109,https://turbo.az/autos/9032803-land-rover-range-rover,Land Rover,Range Rover,2015,Ağ,5.0,Mühərrik5.0 L / 510 a.g. / Benzin,45 000 km,Avtomat,Xeyr,61 900 USD
110,https://turbo.az/autos/9023476-nissan-note,Nissan,Note,2015,Tünd qırmızı,1.2,Mühərrik1.2 L / 98 a.g. / Benzin,27 500 km,Variator,Xeyr,15 800 AZN
111,https://turbo.az/autos/9038418-leapmotor-c11,Leapmotor,C11,2024,Ağ,1.5,Mühərrik1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,50 900 AZN
112,https://turbo.az/autos/9100987-bentley-bentayga,Bentley,Bentayga,2024,Qara,4.0,Mühərrik4.0 L / 550 a.g. / Benzin,0 km,Avtomat,Bəli,319 000 EUR
113,https://turbo.az/autos/8967514-changan-f70-hunter,Changan,F70 (Hunter),2022,Ağ,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,81 500 km,Mexaniki,Xeyr,30 900 AZN
114,https://turbo.az/autos/8741504-changan-f70-hunter,Changan,F70 (Hunter),2022,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,30 000 km,Mexaniki,Xeyr,36 900 AZN
115,https://turbo.az/autos/8947499-mercedes-g-63-amg,Mercedes,G 63 AMG,2018,Yaş Asfalt,4.0,Mühərrik4.0 L / 585 a.g. / Benzin,107 000 km,Avtomat,Xeyr,167 000 USD
116,https://turbo.az/autos/9087239-skoda-rapid,Skoda,Rapid,2020,Ağ,1.6,Mühərrik1.6 L / 110 a.g. / Benzin,81 000 km,Avtomat,Xeyr,13 800 USD
117,https://turbo.az/autos/8564334-changan-f70-hunter,Changan,F70 (Hunter),2023,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
118,https://turbo.az/autos/9001353-changan-uni-k,Changan,Uni-K,2022,Ağ,2.0,Mühərrik2.0 L / 233 a.g. / Benzin,42 000 km,Avtomat,Xeyr,40 900 AZN
119,https://turbo.az/autos/7919207-changan-cs-35-plus,Changan,CS 35 Plus,2023,Ağ,1.4,Mühərrik1.4 L / 160 a.g. / Benzin,0 km,Avtomat,Bəli,33 900 AZN
120,https://turbo.az/autos/9034056-daf-105-xf,DAF,105 XF,2008,Qırmızı,0,Mühərrik13 L / 460 a.g. / Dizel,1 320 000 km,Mexaniki,Xeyr,48 000 AZN
121,https://turbo.az/autos/8572449-suzuki-s-cross,Suzuki,S-Cross,2024,Yaş Asfalt,1.4,Mühərrik1.4 L / 130 a.g. / Benzin,0 km,Avtomat,Bəli,41 500 AZN
122,https://turbo.az/autos/9065930-hyundai-santa-fe,Hyundai,Santa Fe,2014,Yaş Asfalt,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,203 000 km,Avtomat,Xeyr,28 888 AZN
123,https://turbo.az/autos/9075031-honda-insight,Honda,Insight,2014,Qəhvəyi,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,244 000 km,Variator,Xeyr,15 800 AZN
124,https://turbo.az/autos/8989100-bmw-x5,BMW,X5,2015,Göy,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,121 000 km,Avtomat,Xeyr,28 000 USD
125,https://turbo.az/autos/9000361-volkswagen-transporter,Volkswagen,Transporter,2018,Qara,2.0,Mühərrik2.0 L / 140 a.g. / Dizel,60 000 km,Avtomat,Xeyr,30 700 USD
126,https://turbo.az/autos/9066249-honda-accord,Honda,Accord,2021,Yaş Asfalt,2.0,Mühərrik2.0 L / 212 a.g. / Hibrid,52 000 km,Variator,Xeyr,22 650 USD
127,https://turbo.az/autos/9089754-mercedes-c-230,Mercedes,C 230,1999,Qızılı,2.3,Mühərrik2.3 L / 150 a.g. / Benzin,284 000 km,Avtomat,Xeyr,12 450 AZN
128,https://turbo.az/autos/9051723-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 460 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,241 300 USD
129,https://turbo.az/autos/8533069-bmw-530,BMW,530,2008,Qara,3.0,Mühərrik3.0 L / 272 a.g. / Benzin,291 000 km,Avtomat,Xeyr,21 500 AZN
130,https://turbo.az/autos/9024906-hyundai-elantra,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,88 514 km,Avtomat,Xeyr,27 900 AZN
131,https://turbo.az/autos/8425718-voyah-free,Voyah,Free,2024,Qara,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,39 900 USD
132,https://turbo.az/autos/8111899-voyah-free,Voyah,Free,2024,Yaşıl,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,40 900 USD
133,https://turbo.az/autos/9032803-land-rover-range-rover,Land Rover,Range Rover,2015,Ağ,5.0,Mühərrik5.0 L / 510 a.g. / Benzin,45 000 km,Avtomat,Xeyr,61 900 USD
134,https://turbo.az/autos/9023476-nissan-note,Nissan,Note,2015,Tünd qırmızı,1.2,Mühərrik1.2 L / 98 a.g. / Benzin,27 500 km,Variator,Xeyr,15 800 AZN
135,https://turbo.az/autos/9038418-leapmotor-c11,Leapmotor,C11,2024,Ağ,1.5,Mühərrik1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,50 900 AZN
136,https://turbo.az/autos/9100987-bentley-bentayga,Bentley,Bentayga,2024,Qara,4.0,Mühərrik4.0 L / 550 a.g. / Benzin,0 km,Avtomat,Bəli,319 000 EUR
137,https://turbo.az/autos/8967514-changan-f70-hunter,Changan,F70 (Hunter),2022,Ağ,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,81 500 km,Mexaniki,Xeyr,30 900 AZN
138,https://turbo.az/autos/8741504-changan-f70-hunter,Changan,F70 (Hunter),2022,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,30 000 km,Mexaniki,Xeyr,36 900 AZN
139,https://turbo.az/autos/8947499-mercedes-g-63-amg,Mercedes,G 63 AMG,2018,Yaş Asfalt,4.0,Mühərrik4.0 L / 585 a.g. / Benzin,107 000 km,Avtomat,Xeyr,167 000 USD
140,https://turbo.az/autos/9087239-skoda-rapid,Skoda,Rapid,2020,Ağ,1.6,Mühərrik1.6 L / 110 a.g. / Benzin,81 000 km,Avtomat,Xeyr,13 800 USD
141,https://turbo.az/autos/8564334-changan-f70-hunter,Changan,F70 (Hunter),2023,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
142,https://turbo.az/autos/9001353-changan-uni-k,Changan,Uni-K,2022,Ağ,2.0,Mühərrik2.0 L / 233 a.g. / Benzin,42 000 km,Avtomat,Xeyr,40 900 AZN
143,https://turbo.az/autos/7919207-changan-cs-35-plus,Changan,CS 35 Plus,2023,Ağ,1.4,Mühərrik1.4 L / 160 a.g. / Benzin,0 km,Avtomat,Bəli,33 900 AZN
144,https://turbo.az/autos/9034056-daf-105-xf,DAF,105 XF,2008,Qırmızı,0,Mühərrik13 L / 460 a.g. / Dizel,1 320 000 km,Mexaniki,Xeyr,48 000 AZN
145,https://turbo.az/autos/8572449-suzuki-s-cross,Suzuki,S-Cross,2024,Yaş Asfalt,1.4,Mühərrik1.4 L / 130 a.g. / Benzin,0 km,Avtomat,Bəli,41 500 AZN
146,https://turbo.az/autos/9065930-hyundai-santa-fe,Hyundai,Santa Fe,2014,Yaş Asfalt,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,203 000 km,Avtomat,Xeyr,28 888 AZN
147,https://turbo.az/autos/9075031-honda-insight,Honda,Insight,2014,Qəhvəyi,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,244 000 km,Variator,Xeyr,15 800 AZN
148,https://turbo.az/autos/8989100-bmw-x5,BMW,X5,2015,Göy,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,121 000 km,Avtomat,Xeyr,28 000 USD
149,https://turbo.az/autos/9000361-volkswagen-transporter,Volkswagen,Transporter,2018,Qara,2.0,Mühərrik2.0 L / 140 a.g. / Dizel,60 000 km,Avtomat,Xeyr,30 700 USD
150,https://turbo.az/autos/9066249-honda-accord,Honda,Accord,2021,Yaş Asfalt,2.0,Mühərrik2.0 L / 212 a.g. / Hibrid,52 000 km,Variator,Xeyr,22 650 USD
151,https://turbo.az/autos/9089754-mercedes-c-230,Mercedes,C 230,1999,Qızılı,2.3,Mühərrik2.3 L / 150 a.g. / Benzin,284 000 km,Avtomat,Xeyr,12 450 AZN
152,https://turbo.az/autos/9051723-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 460 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,241 300 USD
153,https://turbo.az/autos/8533069-bmw-530,BMW,530,2008,Qara,3.0,Mühərrik3.0 L / 272 a.g. / Benzin,291 000 km,Avtomat,Xeyr,21 500 AZN
154,https://turbo.az/autos/9024906-hyundai-elantra,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,88 514 km,Avtomat,Xeyr,27 900 AZN
155,https://turbo.az/autos/8425718-voyah-free,Voyah,Free,2024,Qara,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,39 900 USD
156,https://turbo.az/autos/8111899-voyah-free,Voyah,Free,2024,Yaşıl,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,40 900 USD
157,https://turbo.az/autos/9032803-land-rover-range-rover,Land Rover,Range Rover,2015,Ağ,5.0,Mühərrik5.0 L / 510 a.g. / Benzin,45 000 km,Avtomat,Xeyr,61 900 USD
158,https://turbo.az/autos/9023476-nissan-note,Nissan,Note,2015,Tünd qırmızı,1.2,Mühərrik1.2 L / 98 a.g. / Benzin,27 500 km,Variator,Xeyr,15 800 AZN
159,https://turbo.az/autos/9038418-leapmotor-c11,Leapmotor,C11,2024,Ağ,1.5,Mühərrik1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,50 900 AZN
160,https://turbo.az/autos/9100987-bentley-bentayga,Bentley,Bentayga,2024,Qara,4.0,Mühərrik4.0 L / 550 a.g. / Benzin,0 km,Avtomat,Bəli,319 000 EUR
161,https://turbo.az/autos/8967514-changan-f70-hunter,Changan,F70 (Hunter),2022,Ağ,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,81 500 km,Mexaniki,Xeyr,30 900 AZN
162,https://turbo.az/autos/8741504-changan-f70-hunter,Changan,F70 (Hunter),2022,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,30 000 km,Mexaniki,Xeyr,36 900 AZN
163,https://turbo.az/autos/8947499-mercedes-g-63-amg,Mercedes,G 63 AMG,2018,Yaş Asfalt,4.0,Mühərrik4.0 L / 585 a.g. / Benzin,107 000 km,Avtomat,Xeyr,167 000 USD
164,https://turbo.az/autos/9087239-skoda-rapid,Skoda,Rapid,2020,Ağ,1.6,Mühərrik1.6 L / 110 a.g. / Benzin,81 000 km,Avtomat,Xeyr,13 800 USD
165,https://turbo.az/autos/8564334-changan-f70-hunter,Changan,F70 (Hunter),2023,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
166,https://turbo.az/autos/9001353-changan-uni-k,Changan,Uni-K,2022,Ağ,2.0,Mühərrik2.0 L / 233 a.g. / Benzin,42 000 km,Avtomat,Xeyr,40 900 AZN
167,https://turbo.az/autos/7919207-changan-cs-35-plus,Changan,CS 35 Plus,2023,Ağ,1.4,Mühərrik1.4 L / 160 a.g. / Benzin,0 km,Avtomat,Bəli,33 900 AZN
168,https://turbo.az/autos/9034056-daf-105-xf,DAF,105 XF,2008,Qırmızı,0,Mühərrik13 L / 460 a.g. / Dizel,1 320 000 km,Mexaniki,Xeyr,48 000 AZN
169,https://turbo.az/autos/8572449-suzuki-s-cross,Suzuki,S-Cross,2024,Yaş Asfalt,1.4,Mühərrik1.4 L / 130 a.g. / Benzin,0 km,Avtomat,Bəli,41 500 AZN
170,https://turbo.az/autos/9065930-hyundai-santa-fe,Hyundai,Santa Fe,2014,Yaş Asfalt,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,203 000 km,Avtomat,Xeyr,28 888 AZN
171,https://turbo.az/autos/9075031-honda-insight,Honda,Insight,2014,Qəhvəyi,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,244 000 km,Variator,Xeyr,15 800 AZN
172,https://turbo.az/autos/8989100-bmw-x5,BMW,X5,2015,Göy,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,121 000 km,Avtomat,Xeyr,28 000 USD
173,https://turbo.az/autos/9000361-volkswagen-transporter,Volkswagen,Transporter,2018,Qara,2.0,Mühərrik2.0 L / 140 a.g. / Dizel,60 000 km,Avtomat,Xeyr,30 700 USD
174,https://turbo.az/autos/9066249-honda-accord,Honda,Accord,2021,Yaş Asfalt,2.0,Mühərrik2.0 L / 212 a.g. / Hibrid,52 000 km,Variator,Xeyr,22 650 USD
175,https://turbo.az/autos/9089754-mercedes-c-230,Mercedes,C 230,1999,Qızılı,2.3,Mühərrik2.3 L / 150 a.g. / Benzin,284 000 km,Avtomat,Xeyr,12 450 AZN
176,https://turbo.az/autos/9051723-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 460 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,241 300 USD
177,https://turbo.az/autos/8533069-bmw-530,BMW,530,2008,Qara,3.0,Mühərrik3.0 L / 272 a.g. / Benzin,291 000 km,Avtomat,Xeyr,21 500 AZN
178,https://turbo.az/autos/9024906-hyundai-elantra,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,88 514 km,Avtomat,Xeyr,27 900 AZN
179,https://turbo.az/autos/8425718-voyah-free,Voyah,Free,2024,Qara,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,39 900 USD
180,https://turbo.az/autos/8111899-voyah-free,Voyah,Free,2024,Yaşıl,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,40 900 USD
181,https://turbo.az/autos/9032803-land-rover-range-rover,Land Rover,Range Rover,2015,Ağ,5.0,Mühərrik5.0 L / 510 a.g. / Benzin,45 000 km,Avtomat,Xeyr,61 900 USD
182,https://turbo.az/autos/9023476-nissan-note,Nissan,Note,2015,Tünd qırmızı,1.2,Mühərrik1.2 L / 98 a.g. / Benzin,27 500 km,Variator,Xeyr,15 800 AZN
183,https://turbo.az/autos/9038418-leapmotor-c11,Leapmotor,C11,2024,Ağ,1.5,Mühərrik1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,50 900 AZN
184,https://turbo.az/autos/9100987-bentley-bentayga,Bentley,Bentayga,2024,Qara,4.0,Mühərrik4.0 L / 550 a.g. / Benzin,0 km,Avtomat,Bəli,319 000 EUR
185,https://turbo.az/autos/8967514-changan-f70-hunter,Changan,F70 (Hunter),2022,Ağ,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,81 500 km,Mexaniki,Xeyr,30 900 AZN
186,https://turbo.az/autos/8741504-changan-f70-hunter,Changan,F70 (Hunter),2022,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,30 000 km,Mexaniki,Xeyr,36 900 AZN
187,https://turbo.az/autos/8947499-mercedes-g-63-amg,Mercedes,G 63 AMG,2018,Yaş Asfalt,4.0,Mühərrik4.0 L / 585 a.g. / Benzin,107 000 km,Avtomat,Xeyr,167 000 USD
188,https://turbo.az/autos/9087239-skoda-rapid,Skoda,Rapid,2020,Ağ,1.6,Mühərrik1.6 L / 110 a.g. / Benzin,81 000 km,Avtomat,Xeyr,13 800 USD
189,https://turbo.az/autos/8564334-changan-f70-hunter,Changan,F70 (Hunter),2023,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
190,https://turbo.az/autos/9001353-changan-uni-k,Changan,Uni-K,2022,Ağ,2.0,Mühərrik2.0 L / 233 a.g. / Benzin,42 000 km,Avtomat,Xeyr,40 900 AZN
191,https://turbo.az/autos/7919207-changan-cs-35-plus,Changan,CS 35 Plus,2023,Ağ,1.4,Mühərrik1.4 L / 160 a.g. / Benzin,0 km,Avtomat,Bəli,33 900 AZN
192,https://turbo.az/autos/9034056-daf-105-xf,DAF,105 XF,2008,Qırmızı,0,Mühərrik13 L / 460 a.g. / Dizel,1 320 000 km,Mexaniki,Xeyr,48 000 AZN
193,https://turbo.az/autos/8572449-suzuki-s-cross,Suzuki,S-Cross,2024,Yaş Asfalt,1.4,Mühərrik1.4 L / 130 a.g. / Benzin,0 km,Avtomat,Bəli,41 500 AZN
194,https://turbo.az/autos/9065930-hyundai-santa-fe,Hyundai,Santa Fe,2014,Yaş Asfalt,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,203 000 km,Avtomat,Xeyr,28 888 AZN
195,https://turbo.az/autos/9075031-honda-insight,Honda,Insight,2014,Qəhvəyi,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,244 000 km,Variator,Xeyr,15 800 AZN
196,https://turbo.az/autos/8989100-bmw-x5,BMW,X5,2015,Göy,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,121 000 km,Avtomat,Xeyr,28 000 USD
197,https://turbo.az/autos/9000361-volkswagen-transporter,Volkswagen,Transporter,2018,Qara,2.0,Mühərrik2.0 L / 140 a.g. / Dizel,60 000 km,Avtomat,Xeyr,30 700 USD
198,https://turbo.az/autos/9066249-honda-accord,Honda,Accord,2021,Yaş Asfalt,2.0,Mühərrik2.0 L / 212 a.g. / Hibrid,52 000 km,Variator,Xeyr,22 650 USD
199,https://turbo.az/autos/9089754-mercedes-c-230,Mercedes,C 230,1999,Qızılı,2.3,Mühərrik2.3 L / 150 a.g. / Benzin,284 000 km,Avtomat,Xeyr,12 450 AZN
200,https://turbo.az/autos/9051723-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 460 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,241 300 USD
201,https://turbo.az/autos/8533069-bmw-530,BMW,530,2008,Qara,3.0,Mühərrik3.0 L / 272 a.g. / Benzin,291 000 km,Avtomat,Xeyr,21 500 AZN
202,https://turbo.az/autos/9024906-hyundai-elantra,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,88 514 km,Avtomat,Xeyr,27 900 AZN
203,https://turbo.az/autos/8425718-voyah-free,Voyah,Free,2024,Qara,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,39 900 USD
204,https://turbo.az/autos/8111899-voyah-free,Voyah,Free,2024,Yaşıl,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,40 900 USD
205,https://turbo.az/autos/9032803-land-rover-range-rover,Land Rover,Range Rover,2015,Ağ,5.0,Mühərrik5.0 L / 510 a.g. / Benzin,45 000 km,Avtomat,Xeyr,61 900 USD
206,https://turbo.az/autos/9023476-nissan-note,Nissan,Note,2015,Tünd qırmızı,1.2,Mühərrik1.2 L / 98 a.g. / Benzin,27 500 km,Variator,Xeyr,15 800 AZN
207,https://turbo.az/autos/9038418-leapmotor-c11,Leapmotor,C11,2024,Ağ,1.5,Mühərrik1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,50 900 AZN
208,https://turbo.az/autos/9100987-bentley-bentayga,Bentley,Bentayga,2024,Qara,4.0,Mühərrik4.0 L / 550 a.g. / Benzin,0 km,Avtomat,Bəli,319 000 EUR
209,https://turbo.az/autos/8967514-changan-f70-hunter,Changan,F70 (Hunter),2022,Ağ,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,81 500 km,Mexaniki,Xeyr,30 900 AZN
210,https://turbo.az/autos/8741504-changan-f70-hunter,Changan,F70 (Hunter),2022,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,30 000 km,Mexaniki,Xeyr,36 900 AZN
211,https://turbo.az/autos/8947499-mercedes-g-63-amg,Mercedes,G 63 AMG,2018,Yaş Asfalt,4.0,Mühərrik4.0 L / 585 a.g. / Benzin,107 000 km,Avtomat,Xeyr,167 000 USD
212,https://turbo.az/autos/9087239-skoda-rapid,Skoda,Rapid,2020,Ağ,1.6,Mühərrik1.6 L / 110 a.g. / Benzin,81 000 km,Avtomat,Xeyr,13 800 USD
213,https://turbo.az/autos/8564334-changan-f70-hunter,Changan,F70 (Hunter),2023,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
214,https://turbo.az/autos/9001353-changan-uni-k,Changan,Uni-K,2022,Ağ,2.0,Mühərrik2.0 L / 233 a.g. / Benzin,42 000 km,Avtomat,Xeyr,40 900 AZN
215,https://turbo.az/autos/7919207-changan-cs-35-plus,Changan,CS 35 Plus,2023,Ağ,1.4,Mühərrik1.4 L / 160 a.g. / Benzin,0 km,Avtomat,Bəli,33 900 AZN
216,https://turbo.az/autos/9034056-daf-105-xf,DAF,105 XF,2008,Qırmızı,0,Mühərrik13 L / 460 a.g. / Dizel,1 320 000 km,Mexaniki,Xeyr,48 000 AZN
217,https://turbo.az/autos/8572449-suzuki-s-cross,Suzuki,S-Cross,2024,Yaş Asfalt,1.4,Mühərrik1.4 L / 130 a.g. / Benzin,0 km,Avtomat,Bəli,41 500 AZN
218,https://turbo.az/autos/9065930-hyundai-santa-fe,Hyundai,Santa Fe,2014,Yaş Asfalt,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,203 000 km,Avtomat,Xeyr,28 888 AZN
219,https://turbo.az/autos/9075031-honda-insight,Honda,Insight,2014,Qəhvəyi,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,244 000 km,Variator,Xeyr,15 800 AZN
220,https://turbo.az/autos/8989100-bmw-x5,BMW,X5,2015,Göy,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,121 000 km,Avtomat,Xeyr,28 000 USD
221,https://turbo.az/autos/9000361-volkswagen-transporter,Volkswagen,Transporter,2018,Qara,2.0,Mühərrik2.0 L / 140 a.g. / Dizel,60 000 km,Avtomat,Xeyr,30 700 USD
222,https://turbo.az/autos/9066249-honda-accord,Honda,Accord,2021,Yaş Asfalt,2.0,Mühərrik2.0 L / 212 a.g. / Hibrid,52 000 km,Variator,Xeyr,22 650 USD
223,https://turbo.az/autos/9089754-mercedes-c-230,Mercedes,C 230,1999,Qızılı,2.3,Mühərrik2.3 L / 150 a.g. / Benzin,284 000 km,Avtomat,Xeyr,12 450 AZN
224,https://turbo.az/autos/9051723-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 460 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,241 300 USD
225,https://turbo.az/autos/8533069-bmw-530,BMW,530,2008,Qara,3.0,Mühərrik3.0 L / 272 a.g. / Benzin,291 000 km,Avtomat,Xeyr,21 500 AZN
226,https://turbo.az/autos/9024906-hyundai-elantra,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,88 514 km,Avtomat,Xeyr,27 900 AZN
227,https://turbo.az/autos/8425718-voyah-free,Voyah,Free,2024,Qara,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,39 900 USD
228,https://turbo.az/autos/8111899-voyah-free,Voyah,Free,2024,Yaşıl,1.5,Mühərrik1.5 L / 490 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,40 900 USD
229,https://turbo.az/autos/9032803-land-rover-range-rover,Land Rover,Range Rover,2015,Ağ,5.0,Mühərrik5.0 L / 510 a.g. / Benzin,45 000 km,Avtomat,Xeyr,61 900 USD
230,https://turbo.az/autos/9023476-nissan-note,Nissan,Note,2015,Tünd qırmızı,1.2,Mühərrik1.2 L / 98 a.g. / Benzin,27 500 km,Variator,Xeyr,15 800 AZN
231,https://turbo.az/autos/9038418-leapmotor-c11,Leapmotor,C11,2024,Ağ,1.5,Mühərrik1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,50 900 AZN
232,https://turbo.az/autos/9100987-bentley-bentayga,Bentley,Bentayga,2024,Qara,4.0,Mühərrik4.0 L / 550 a.g. / Benzin,0 km,Avtomat,Bəli,319 000 EUR
233,https://turbo.az/autos/8967514-changan-f70-hunter,Changan,F70 (Hunter),2022,Ağ,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,81 500 km,Mexaniki,Xeyr,30 900 AZN
234,https://turbo.az/autos/8741504-changan-f70-hunter,Changan,F70 (Hunter),2022,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,30 000 km,Mexaniki,Xeyr,36 900 AZN
235,https://turbo.az/autos/8947499-mercedes-g-63-amg,Mercedes,G 63 AMG,2018,Yaş Asfalt,4.0,Mühərrik4.0 L / 585 a.g. / Benzin,107 000 km,Avtomat,Xeyr,167 000 USD
236,https://turbo.az/autos/9087239-skoda-rapid,Skoda,Rapid,2020,Ağ,1.6,Mühərrik1.6 L / 110 a.g. / Benzin,81 000 km,Avtomat,Xeyr,13 800 USD
237,https://turbo.az/autos/8564334-changan-f70-hunter,Changan,F70 (Hunter),2023,Göy,1.9,Mühərrik1.9 L / 150 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
238,https://turbo.az/autos/9001353-changan-uni-k,Changan,Uni-K,2022,Ağ,2.0,Mühərrik2.0 L / 233 a.g. / Benzin,42 000 km,Avtomat,Xeyr,40 900 AZN
239,https://turbo.az/autos/7919207-changan-cs-35-plus,Changan,CS 35 Plus,2023,Ağ,1.4,Mühərrik1.4 L / 160 a.g. / Benzin,0 km,Avtomat,Bəli,33 900 AZN
240,https://turbo.az/autos/9034056-daf-105-xf,DAF,105 XF,2008,Qırmızı,0,Mühərrik13 L / 460 a.g. / Dizel,1 320 000 km,Mexaniki,Xeyr,48 000 AZN
241,https://turbo.az/autos/8572449-suzuki-s-cross,Suzuki,S-Cross,2024,Yaş Asfalt,1.4,Mühərrik1.4 L / 130 a.g. / Benzin,0 km,Avtomat,Bəli,41 500 AZN
242,https://turbo.az/autos/9065930-hyundai-santa-fe,Hyundai,Santa Fe,2014,Yaş Asfalt,2.0,Mühərrik2.0 L / 184 a.g. / Dizel,203 000 km,Avtomat,Xeyr,28 888 AZN
243,https://turbo.az/autos/9075031-honda-insight,Honda,Insight,2014,Qəhvəyi,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,244 000 km,Variator,Xeyr,15 800 AZN
